SensorID,Local,Latitude,Longitude,Temperatura,Umidade,Vibracao,Qualidade_Solo,Risco,Data_Registro,Local_Enc,Risco_Enc
SENSOR-02401,Serra Branca,-23.061262,-46.39817,34.85,97.05,1.89,19.76,Alto,2025-03-19,3,0
SENSOR-02402,Encosta Verde,-23.150435,-46.559914,22.53,69.63,3.38,70.49,Baixo,2025-05-23,1,1
SENSOR-02403,Vale Seguro,-23.334237,-46.481053,38.5,45.18,3.75,67.96,Baixo,2025-03-29,4,1
SENSOR-02404,Vale Seguro,-23.170951,-46.746127,28.36,30.06,7.07,64.55,Alto,2025-05-16,4,0
SENSOR-02405,Colina Alta,-23.161278,-46.600459,31.08,20.93,3.95,5.24,Alto,2025-04-16,0,0
SENSOR-02406,Encosta Verde,-23.45063,-46.441409,29.55,60.92,2.54,65.27,Baixo,2025-03-31,1,1
SENSOR-02407,Encosta Verde,-23.12326,-46.570196,36.64,52.83,7.44,22.77,Alto,2025-03-21,1,0
SENSOR-02408,Colina Alta,-23.065306,-46.793902,29.6,70.82,2.54,76.52,Baixo,2025-03-17,0,1
SENSOR-02409,Morro Azul,-23.307428,-46.700562,19.65,79.0,8.47,11.29,Alto,2025-04-26,2,0
SENSOR-02410,Morro Azul,-23.17243,-46.411031,33.88,66.95,7.85,6.78,Alto,2025-04-28,2,0
SENSOR-02411,Morro Azul,-23.413464,-46.611555,28.82,58.39,5.87,53.16,Médio,2025-03-30,2,2
SENSOR-02412,Encosta Verde,-23.315002,-46.583494,28.02,57.43,9.28,19.22,Alto,2025-03-31,1,0
SENSOR-02413,Morro Azul,-23.476116,-46.752091,18.62,80.02,4.93,90.71,Médio,2025-05-14,2,2
SENSOR-02414,Encosta Verde,-23.186917,-46.690202,37.6,23.91,3.13,59.43,Baixo,2025-04-25,1,1
SENSOR-02415,Colina Alta,-23.076977,-46.370462,22.41,20.23,4.63,83.88,Médio,2025-03-22,0,2
SENSOR-02416,Serra Branca,-23.343819,-46.380364,27.12,66.42,4.12,59.42,Médio,2025-05-15,3,2
SENSOR-02417,Encosta Verde,-23.329339,-46.328279,20.32,41.94,3.82,26.47,Alto,2025-05-08,1,0
SENSOR-02418,Vale Seguro,-23.355075,-46.713995,29.53,42.76,0.33,15.82,Alto,2025-04-06,4,0
SENSOR-02419,Morro Azul,-23.176942,-46.670829,21.78,59.66,8.53,16.58,Alto,2025-05-21,2,0
SENSOR-02420,Serra Branca,-23.0479,-46.392103,30.28,57.72,1.02,24.38,Alto,2025-03-17,3,0
SENSOR-02421,Morro Azul,-23.493413,-46.426723,34.43,77.82,3.17,31.63,Médio,2025-04-27,2,2
SENSOR-02422,Colina Alta,-23.17682,-46.653455,17.33,35.35,7.87,13.82,Alto,2025-03-23,0,0
SENSOR-02423,Encosta Verde,-23.393321,-46.425077,23.23,79.32,0.18,50.1,Baixo,2025-05-16,1,1
SENSOR-02424,Vale Seguro,-23.133687,-46.515652,32.87,78.24,5.12,23.04,Alto,2025-06-01,4,0
SENSOR-02425,Colina Alta,-23.448184,-46.391264,27.97,76.97,3.31,84.39,Baixo,2025-04-02,0,1
SENSOR-02426,Colina Alta,-23.319152,-46.636429,19.03,59.76,2.36,1.96,Alto,2025-03-05,0,0
SENSOR-02427,Serra Branca,-23.377826,-46.425861,18.55,53.14,7.82,65.28,Alto,2025-05-30,3,0
SENSOR-02428,Encosta Verde,-23.207628,-46.783389,32.28,43.46,9.39,37.13,Alto,2025-05-15,1,0
SENSOR-02429,Colina Alta,-23.285851,-46.456507,29.38,25.14,2.15,57.22,Baixo,2025-05-07,0,1
SENSOR-02430,Vale Seguro,-23.048638,-46.318713,33.98,36.39,9.26,44.22,Alto,2025-04-04,4,0
SENSOR-02431,Serra Branca,-23.377919,-46.469178,24.77,83.1,0.02,1.03,Alto,2025-05-09,3,0
SENSOR-02432,Serra Branca,-23.165737,-46.557298,15.33,79.03,7.52,29.34,Alto,2025-04-24,3,0
SENSOR-02433,Serra Branca,-23.122234,-46.662653,38.42,43.9,0.01,10.58,Alto,2025-04-28,3,0
SENSOR-02434,Encosta Verde,-23.263074,-46.747102,19.58,62.18,0.06,86.92,Baixo,2025-03-14,1,1
SENSOR-02435,Serra Branca,-23.32568,-46.794219,23.23,68.66,2.39,58.31,Baixo,2025-04-15,3,1
SENSOR-02436,Serra Branca,-23.40287,-46.638827,34.68,61.38,1.1,36.33,Médio,2025-04-08,3,2
SENSOR-02437,Morro Azul,-23.419188,-46.753425,34.47,98.09,0.53,40.65,Médio,2025-03-23,2,2
SENSOR-02438,Morro Azul,-23.131536,-46.598179,16.09,52.73,0.48,3.05,Alto,2025-05-07,2,0
SENSOR-02439,Colina Alta,-23.116777,-46.730608,29.53,52.16,3.88,78.87,Baixo,2025-03-28,0,1
SENSOR-02440,Serra Branca,-23.423298,-46.619879,33.2,21.88,1.66,90.64,Baixo,2025-05-29,3,1
SENSOR-02441,Serra Branca,-23.465694,-46.746927,18.37,44.93,5.01,29.2,Alto,2025-03-04,3,0
SENSOR-02442,Colina Alta,-23.100644,-46.451673,19.05,73.61,5.03,89.62,Médio,2025-05-30,0,2
SENSOR-02443,Colina Alta,-23.08202,-46.65804,28.64,23.42,9.73,82.57,Alto,2025-03-12,0,0
SENSOR-02444,Morro Azul,-23.409788,-46.798259,28.17,48.48,9.63,7.11,Alto,2025-03-16,2,0
SENSOR-02445,Vale Seguro,-23.304589,-46.391568,15.19,22.94,2.19,39.28,Médio,2025-04-04,4,2
SENSOR-02446,Morro Azul,-23.265664,-46.586195,22.63,90.77,7.83,9.51,Alto,2025-04-16,2,0
SENSOR-02447,Morro Azul,-23.189628,-46.659931,32.68,65.91,9.63,32.69,Alto,2025-04-15,2,0
SENSOR-02448,Serra Branca,-23.024132,-46.416844,19.22,73.42,1.42,41.29,Médio,2025-03-15,3,2
SENSOR-02449,Colina Alta,-23.157335,-46.357029,29.57,52.54,4.78,74.07,Médio,2025-04-23,0,2
SENSOR-02450,Colina Alta,-23.09143,-46.746347,32.72,45.24,4.84,31.89,Médio,2025-05-19,0,2
SENSOR-02451,Encosta Verde,-23.155195,-46.45035,35.14,51.95,2.02,65.77,Baixo,2025-05-17,1,1
SENSOR-02452,Morro Azul,-23.252784,-46.749478,22.1,80.67,4.37,75.63,Médio,2025-04-18,2,2
SENSOR-02453,Morro Azul,-23.132894,-46.451813,38.51,56.49,1.26,74.37,Baixo,2025-05-29,2,1
SENSOR-02454,Encosta Verde,-23.041581,-46.664875,33.31,47.13,7.79,66.06,Alto,2025-05-31,1,0
SENSOR-02455,Vale Seguro,-23.210661,-46.561491,15.16,96.38,2.36,51.98,Baixo,2025-06-02,4,1
SENSOR-02456,Vale Seguro,-23.362249,-46.634979,34.45,70.03,2.76,65.4,Baixo,2025-05-28,4,1
SENSOR-02457,Colina Alta,-23.324813,-46.380547,30.92,20.41,2.39,89.61,Baixo,2025-05-12,0,1
SENSOR-02458,Vale Seguro,-23.381581,-46.797857,23.79,68.36,8.09,94.78,Alto,2025-05-12,4,0
SENSOR-02459,Morro Azul,-23.432674,-46.527912,17.42,54.33,2.68,99.98,Baixo,2025-03-13,2,1
SENSOR-02460,Colina Alta,-23.376956,-46.756866,38.07,74.26,0.32,88.21,Baixo,2025-05-05,0,1
SENSOR-02461,Encosta Verde,-23.411014,-46.484465,17.18,84.06,1.42,96.42,Baixo,2025-05-19,1,1
SENSOR-02462,Encosta Verde,-23.354874,-46.513594,15.85,43.08,1.01,93.69,Baixo,2025-04-24,1,1
SENSOR-02463,Encosta Verde,-23.308061,-46.639354,37.31,72.58,3.38,26.82,Alto,2025-04-24,1,0
SENSOR-02464,Serra Branca,-23.366384,-46.604943,28.84,54.1,6.98,20.25,Alto,2025-03-22,3,0
SENSOR-02465,Colina Alta,-23.409424,-46.439876,16.18,80.02,8.01,89.21,Alto,2025-04-12,0,0
SENSOR-02466,Vale Seguro,-23.180187,-46.569938,22.87,20.12,5.69,63.7,Médio,2025-05-26,4,2
SENSOR-02467,Serra Branca,-23.213069,-46.776664,15.27,38.46,7.77,28.34,Alto,2025-05-06,3,0
SENSOR-02468,Morro Azul,-23.137404,-46.431421,27.34,64.95,2.9,8.33,Alto,2025-04-21,2,0
SENSOR-02469,Colina Alta,-23.395445,-46.668678,33.83,82.82,1.87,61.83,Baixo,2025-04-11,0,1
SENSOR-02470,Morro Azul,-23.221914,-46.513464,36.92,42.74,6.9,37.29,Médio,2025-03-14,2,2
SENSOR-02471,Encosta Verde,-23.207154,-46.405294,20.66,52.9,9.77,15.11,Alto,2025-04-12,1,0
SENSOR-02472,Morro Azul,-23.251258,-46.698246,25.14,38.21,9.76,75.48,Alto,2025-03-10,2,0
SENSOR-02473,Vale Seguro,-23.039877,-46.785406,18.54,38.52,7.7,70.85,Alto,2025-05-08,4,0
SENSOR-02474,Encosta Verde,-23.090829,-46.31317,19.87,67.44,6.53,9.2,Alto,2025-05-26,1,0
SENSOR-02475,Vale Seguro,-23.44024,-46.397259,39.04,74.07,8.66,83.22,Alto,2025-03-21,4,0
SENSOR-02476,Colina Alta,-23.173053,-46.411378,35.1,75.86,6.85,70.92,Médio,2025-03-29,0,2
SENSOR-02477,Encosta Verde,-23.098935,-46.486941,36.02,53.25,2.26,34.49,Médio,2025-04-29,1,2
SENSOR-02478,Encosta Verde,-23.22091,-46.566554,36.26,72.62,4.6,29.27,Alto,2025-04-02,1,0
SENSOR-02479,Colina Alta,-23.352332,-46.55856,28.87,51.52,1.82,5.34,Alto,2025-04-10,0,0
SENSOR-02480,Colina Alta,-23.233305,-46.540764,29.29,78.24,0.57,34.96,Médio,2025-04-28,0,2
SENSOR-02481,Colina Alta,-23.447581,-46.504649,27.4,82.02,0.12,74.38,Baixo,2025-05-25,0,1
SENSOR-02482,Encosta Verde,-23.284748,-46.708643,26.02,48.79,0.01,5.56,Alto,2025-04-19,1,0
SENSOR-02483,Serra Branca,-23.21303,-46.548914,25.68,52.15,4.0,52.71,Baixo,2025-03-16,3,1
SENSOR-02484,Encosta Verde,-23.194642,-46.690234,37.56,46.37,0.3,61.97,Baixo,2025-03-21,1,1
SENSOR-02485,Morro Azul,-23.170917,-46.419967,37.18,28.66,9.53,81.01,Alto,2025-03-24,2,0
SENSOR-02486,Encosta Verde,-23.331816,-46.497335,34.23,29.97,9.16,85.08,Alto,2025-04-30,1,0
SENSOR-02487,Encosta Verde,-23.346704,-46.399593,30.96,64.13,7.94,68.67,Alto,2025-05-18,1,0
SENSOR-02488,Morro Azul,-23.496818,-46.310291,36.96,99.63,2.86,54.52,Baixo,2025-04-23,2,1
SENSOR-02489,Colina Alta,-23.41423,-46.397067,15.03,48.05,8.88,57.74,Alto,2025-04-28,0,0
SENSOR-02490,Serra Branca,-23.344394,-46.778537,29.91,45.03,6.97,59.18,Médio,2025-03-26,3,2
SENSOR-02491,Vale Seguro,-23.264399,-46.563654,28.46,80.68,3.73,69.75,Baixo,2025-04-12,4,1
SENSOR-02492,Colina Alta,-23.468472,-46.580845,19.04,71.29,1.53,13.68,Alto,2025-03-15,0,0
SENSOR-02493,Vale Seguro,-23.074733,-46.557913,34.49,45.56,9.13,34.81,Alto,2025-04-11,4,0
SENSOR-02494,Vale Seguro,-23.352378,-46.565876,18.97,41.67,8.07,87.74,Alto,2025-04-14,4,0
SENSOR-02495,Vale Seguro,-23.466246,-46.343243,33.97,29.42,1.59,27.03,Alto,2025-05-07,4,0
SENSOR-02496,Serra Branca,-23.065433,-46.389154,29.8,45.91,3.47,30.92,Médio,2025-05-24,3,2
SENSOR-02497,Serra Branca,-23.172118,-46.668511,17.67,42.91,1.92,57.87,Baixo,2025-05-08,3,1
SENSOR-02498,Serra Branca,-23.032743,-46.610153,24.8,66.94,6.44,44.18,Médio,2025-05-07,3,2
SENSOR-02499,Morro Azul,-23.492709,-46.790669,20.28,43.62,3.33,40.48,Médio,2025-04-13,2,2
SENSOR-02500,Vale Seguro,-23.006664,-46.716265,24.69,48.71,7.25,26.26,Alto,2025-03-29,4,0
SENSOR-02501,Encosta Verde,-23.496894,-46.608359,32.91,36.81,7.04,57.26,Alto,2025-03-08,1,0
SENSOR-02502,Vale Seguro,-23.473771,-46.475287,34.96,36.3,5.47,42.63,Médio,2025-03-18,4,2
SENSOR-02503,Morro Azul,-23.000727,-46.322879,15.96,55.08,7.83,21.7,Alto,2025-05-30,2,0
SENSOR-02504,Colina Alta,-23.172519,-46.594636,26.87,94.76,5.5,81.67,Médio,2025-04-17,0,2
SENSOR-02505,Encosta Verde,-23.465765,-46.467281,28.51,24.37,0.89,58.35,Baixo,2025-04-07,1,1
SENSOR-02506,Serra Branca,-23.086891,-46.52824,39.47,44.17,3.62,21.88,Alto,2025-03-16,3,0
SENSOR-02507,Encosta Verde,-23.31244,-46.562733,26.55,92.1,8.84,45.76,Alto,2025-04-25,1,0
SENSOR-02508,Colina Alta,-23.35636,-46.67475,29.82,49.45,0.22,38.64,Médio,2025-03-18,0,2
SENSOR-02509,Encosta Verde,-23.280227,-46.48091,22.63,23.68,7.99,91.67,Alto,2025-04-21,1,0
SENSOR-02510,Vale Seguro,-23.400189,-46.659834,19.63,90.71,8.91,64.42,Alto,2025-05-29,4,0
SENSOR-02511,Colina Alta,-23.229556,-46.497172,39.02,87.66,9.46,84.34,Alto,2025-05-05,0,0
SENSOR-02512,Morro Azul,-23.348917,-46.386185,15.35,33.02,5.69,34.36,Médio,2025-04-03,2,2
SENSOR-02513,Vale Seguro,-23.177904,-46.78954,26.2,61.85,2.94,33.08,Médio,2025-06-01,4,2
SENSOR-02514,Encosta Verde,-23.484141,-46.529701,37.45,68.2,6.21,91.83,Médio,2025-03-21,1,2
SENSOR-02515,Vale Seguro,-23.436525,-46.735243,34.28,33.68,8.77,1.87,Alto,2025-04-05,4,0
SENSOR-02516,Colina Alta,-23.284243,-46.318329,36.17,61.6,6.96,7.07,Alto,2025-04-05,0,0
SENSOR-02517,Morro Azul,-23.298722,-46.640858,21.36,99.18,3.56,40.06,Médio,2025-05-13,2,2
SENSOR-02518,Colina Alta,-23.201684,-46.563284,19.3,62.87,5.8,79.17,Médio,2025-04-22,0,2
SENSOR-02519,Encosta Verde,-23.100041,-46.697329,23.0,92.78,3.39,50.42,Baixo,2025-05-26,1,1
SENSOR-02520,Serra Branca,-23.450614,-46.494737,32.1,27.79,7.67,78.8,Alto,2025-05-03,3,0
SENSOR-02521,Serra Branca,-23.223354,-46.718827,32.42,37.87,2.76,21.88,Alto,2025-05-05,3,0
SENSOR-02522,Morro Azul,-23.263006,-46.540498,33.23,77.3,8.95,61.08,Alto,2025-04-18,2,0
SENSOR-02523,Morro Azul,-23.036792,-46.326534,34.27,49.9,1.3,70.98,Baixo,2025-04-15,2,1
SENSOR-02524,Vale Seguro,-23.223436,-46.6475,19.91,20.96,7.06,64.64,Alto,2025-05-26,4,0
SENSOR-02525,Vale Seguro,-23.163173,-46.359231,28.04,52.83,0.77,70.14,Baixo,2025-03-08,4,1
SENSOR-02526,Encosta Verde,-23.02571,-46.663025,25.65,52.09,6.34,8.58,Alto,2025-05-02,1,0
SENSOR-02527,Serra Branca,-23.033394,-46.782589,32.71,85.2,2.96,49.79,Médio,2025-04-05,3,2
SENSOR-02528,Vale Seguro,-23.205822,-46.773243,24.59,37.85,7.5,52.8,Alto,2025-03-24,4,0
SENSOR-02529,Encosta Verde,-23.033758,-46.45487,26.69,29.48,2.41,27.83,Alto,2025-05-23,1,0
SENSOR-02530,Encosta Verde,-23.358059,-46.660845,29.83,99.85,6.24,74.59,Médio,2025-03-04,1,2
SENSOR-02531,Morro Azul,-23.290435,-46.393946,27.35,76.78,4.31,22.0,Alto,2025-03-13,2,0
SENSOR-02532,Colina Alta,-23.214621,-46.339209,15.21,79.17,7.07,39.45,Alto,2025-05-15,0,0
SENSOR-02533,Encosta Verde,-23.429716,-46.577212,17.76,64.26,8.48,84.54,Alto,2025-05-04,1,0
SENSOR-02534,Encosta Verde,-23.345827,-46.374675,16.62,79.4,8.14,79.44,Alto,2025-05-16,1,0
SENSOR-02535,Serra Branca,-23.060312,-46.675973,28.22,33.89,7.52,69.94,Alto,2025-04-08,3,0
SENSOR-02536,Serra Branca,-23.362843,-46.458159,28.41,47.82,9.29,21.4,Alto,2025-03-14,3,0
SENSOR-02537,Vale Seguro,-23.394498,-46.755418,38.54,59.1,4.56,83.07,Médio,2025-03-23,4,2
SENSOR-02538,Colina Alta,-23.422877,-46.644957,38.55,47.61,3.31,88.58,Baixo,2025-04-10,0,1
SENSOR-02539,Serra Branca,-23.113429,-46.445665,25.34,99.53,0.13,69.52,Baixo,2025-05-08,3,1
SENSOR-02540,Serra Branca,-23.324905,-46.603939,20.74,62.36,1.17,65.96,Baixo,2025-04-14,3,1
SENSOR-02541,Encosta Verde,-23.334023,-46.478838,34.4,37.18,3.8,83.69,Baixo,2025-03-04,1,1
SENSOR-02542,Serra Branca,-23.378765,-46.605942,17.01,97.32,0.07,61.06,Baixo,2025-03-28,3,1
SENSOR-02543,Encosta Verde,-23.080744,-46.667004,28.25,92.52,3.9,8.76,Alto,2025-03-08,1,0
SENSOR-02544,Vale Seguro,-23.134439,-46.708472,15.81,79.88,0.22,43.25,Médio,2025-04-26,4,2
SENSOR-02545,Colina Alta,-23.224624,-46.431475,18.19,85.29,2.69,43.38,Médio,2025-05-20,0,2
SENSOR-02546,Vale Seguro,-23.405356,-46.758958,19.72,31.6,7.64,37.9,Alto,2025-04-29,4,0
SENSOR-02547,Colina Alta,-23.361289,-46.704116,35.52,87.89,9.98,98.9,Alto,2025-06-02,0,0
SENSOR-02548,Vale Seguro,-23.300926,-46.481592,24.95,95.49,0.61,3.02,Alto,2025-05-30,4,0
SENSOR-02549,Vale Seguro,-23.386244,-46.738336,33.68,63.83,0.69,22.3,Alto,2025-03-05,4,0
SENSOR-02550,Encosta Verde,-23.130176,-46.418469,21.04,94.64,1.34,20.4,Alto,2025-04-19,1,0
SENSOR-02551,Serra Branca,-23.304794,-46.74803,25.27,23.17,2.87,19.57,Alto,2025-03-27,3,0
SENSOR-02552,Vale Seguro,-23.234894,-46.482598,35.27,70.95,8.81,7.19,Alto,2025-05-18,4,0
SENSOR-02553,Morro Azul,-23.178371,-46.664228,23.2,49.7,1.92,62.03,Baixo,2025-04-09,2,1
SENSOR-02554,Colina Alta,-23.076371,-46.776033,29.17,50.15,0.16,96.06,Baixo,2025-05-12,0,1
SENSOR-02555,Vale Seguro,-23.486211,-46.35703,15.23,43.72,5.16,9.52,Alto,2025-04-07,4,0
SENSOR-02556,Morro Azul,-23.478692,-46.738007,34.03,58.21,6.04,29.58,Alto,2025-03-17,2,0
SENSOR-02557,Vale Seguro,-23.238664,-46.659377,34.49,23.04,9.02,73.77,Alto,2025-05-19,4,0
SENSOR-02558,Morro Azul,-23.087624,-46.650304,19.35,55.1,5.14,51.21,Médio,2025-05-25,2,2
SENSOR-02559,Encosta Verde,-23.022723,-46.773391,23.84,74.15,3.34,29.57,Alto,2025-03-14,1,0
SENSOR-02560,Vale Seguro,-23.185713,-46.584714,18.9,85.42,1.83,5.56,Alto,2025-04-23,4,0
SENSOR-02561,Serra Branca,-23.097358,-46.499852,26.77,87.04,1.03,5.45,Alto,2025-04-29,3,0
SENSOR-02562,Morro Azul,-23.40417,-46.605579,38.38,27.63,2.2,50.42,Baixo,2025-04-01,2,1
SENSOR-02563,Vale Seguro,-23.094409,-46.335196,34.1,82.46,0.79,25.86,Alto,2025-04-22,4,0
SENSOR-02564,Morro Azul,-23.494932,-46.457024,21.63,88.35,5.58,93.4,Médio,2025-04-16,2,2
SENSOR-02565,Serra Branca,-23.272219,-46.792512,39.94,77.39,0.79,32.62,Médio,2025-04-10,3,2
SENSOR-02566,Encosta Verde,-23.202845,-46.467771,36.91,49.94,9.2,35.51,Alto,2025-04-03,1,0
SENSOR-02567,Encosta Verde,-23.08996,-46.424983,39.87,34.99,1.65,53.52,Baixo,2025-03-21,1,1
SENSOR-02568,Vale Seguro,-23.193353,-46.427734,19.25,39.66,6.69,44.53,Médio,2025-03-12,4,2
SENSOR-02569,Vale Seguro,-23.264325,-46.506325,25.67,65.47,4.68,31.2,Médio,2025-05-06,4,2
SENSOR-02570,Morro Azul,-23.486968,-46.472663,27.77,90.74,2.38,34.48,Médio,2025-03-07,2,2
SENSOR-02571,Encosta Verde,-23.401536,-46.590289,16.97,44.84,4.92,29.77,Alto,2025-03-31,1,0
SENSOR-02572,Morro Azul,-23.388439,-46.576599,24.85,82.29,1.32,87.12,Baixo,2025-03-31,2,1
SENSOR-02573,Colina Alta,-23.186699,-46.322406,20.21,53.79,0.01,63.52,Baixo,2025-03-19,0,1
SENSOR-02574,Serra Branca,-23.096881,-46.775643,24.05,25.23,4.89,92.19,Médio,2025-05-10,3,2
SENSOR-02575,Colina Alta,-23.347096,-46.772259,17.2,79.68,7.61,8.05,Alto,2025-05-19,0,0
SENSOR-02576,Encosta Verde,-23.212963,-46.433216,26.52,63.18,1.16,92.8,Baixo,2025-04-17,1,1
SENSOR-02577,Serra Branca,-23.402591,-46.331915,16.68,75.94,1.67,7.28,Alto,2025-03-20,3,0
SENSOR-02578,Serra Branca,-23.191798,-46.388212,36.97,58.52,4.61,84.42,Médio,2025-04-30,3,2
SENSOR-02579,Serra Branca,-23.079367,-46.367896,30.85,93.25,4.18,35.54,Médio,2025-05-13,3,2
SENSOR-02580,Encosta Verde,-23.337945,-46.470547,23.18,45.37,5.8,59.92,Médio,2025-04-28,1,2
SENSOR-02581,Vale Seguro,-23.055996,-46.411887,30.69,95.33,6.13,43.62,Médio,2025-03-25,4,2
SENSOR-02582,Morro Azul,-23.396162,-46.627528,16.48,47.17,4.71,4.37,Alto,2025-05-06,2,0
SENSOR-02583,Encosta Verde,-23.378775,-46.481076,29.32,61.28,4.69,88.84,Médio,2025-03-07,1,2
SENSOR-02584,Encosta Verde,-23.457484,-46.538452,35.78,88.57,1.66,63.05,Baixo,2025-04-01,1,1
SENSOR-02585,Morro Azul,-23.319091,-46.56702,26.34,92.27,4.18,88.68,Médio,2025-05-18,2,2
SENSOR-02586,Colina Alta,-23.394939,-46.690206,31.64,23.62,5.65,45.56,Médio,2025-03-18,0,2
SENSOR-02587,Morro Azul,-23.27383,-46.550631,26.37,71.13,7.62,54.16,Alto,2025-03-23,2,0
SENSOR-02588,Encosta Verde,-23.401934,-46.709769,19.97,97.42,5.42,47.39,Médio,2025-05-11,1,2
SENSOR-02589,Serra Branca,-23.412464,-46.377724,27.61,33.56,5.59,1.21,Alto,2025-04-20,3,0
SENSOR-02590,Colina Alta,-23.179162,-46.603056,24.73,81.58,5.75,30.98,Médio,2025-05-28,0,2
SENSOR-02591,Vale Seguro,-23.064846,-46.554517,35.82,40.56,5.03,85.04,Médio,2025-05-07,4,2
SENSOR-02592,Serra Branca,-23.39689,-46.300924,30.84,79.39,1.67,60.92,Baixo,2025-04-01,3,1
SENSOR-02593,Colina Alta,-23.143475,-46.579139,37.21,50.74,5.36,58.4,Médio,2025-03-19,0,2
SENSOR-02594,Colina Alta,-23.300275,-46.535254,26.85,66.72,6.93,62.68,Médio,2025-04-13,0,2
SENSOR-02595,Morro Azul,-23.315696,-46.71585,35.67,77.31,4.17,94.43,Médio,2025-05-01,2,2
SENSOR-02596,Serra Branca,-23.210688,-46.723605,35.52,38.47,8.47,83.25,Alto,2025-05-02,3,0
SENSOR-02597,Colina Alta,-23.031596,-46.620523,16.61,30.86,1.7,87.44,Baixo,2025-03-21,0,1
SENSOR-02598,Colina Alta,-23.333384,-46.414456,21.2,93.18,9.46,79.27,Alto,2025-04-21,0,0
SENSOR-02599,Serra Branca,-23.121061,-46.314594,22.08,98.67,2.14,76.19,Baixo,2025-04-29,3,1
SENSOR-02600,Vale Seguro,-23.180926,-46.643321,19.05,61.91,9.39,48.14,Alto,2025-03-05,4,0
SENSOR-02601,Vale Seguro,-23.095928,-46.595489,17.39,81.49,5.24,24.49,Alto,2025-05-31,4,0
SENSOR-02602,Morro Azul,-23.428193,-46.785558,24.77,74.2,2.26,5.8,Alto,2025-05-30,2,0
SENSOR-02603,Serra Branca,-23.454867,-46.468945,36.52,41.66,6.81,89.19,Médio,2025-05-14,3,2
SENSOR-02604,Vale Seguro,-23.114387,-46.507225,27.7,57.94,3.03,89.14,Baixo,2025-05-27,4,1
SENSOR-02605,Colina Alta,-23.43041,-46.384391,18.21,96.85,8.93,92.55,Alto,2025-03-30,0,0
SENSOR-02606,Morro Azul,-23.3676,-46.630264,25.97,87.46,6.39,46.16,Médio,2025-05-10,2,2
SENSOR-02607,Serra Branca,-23.033234,-46.567034,18.49,23.91,4.6,30.01,Médio,2025-04-16,3,2
SENSOR-02608,Colina Alta,-23.195709,-46.379086,33.09,96.55,3.43,7.72,Alto,2025-04-23,0,0
SENSOR-02609,Morro Azul,-23.43425,-46.627661,28.88,21.44,3.08,94.47,Baixo,2025-05-26,2,1
SENSOR-02610,Encosta Verde,-23.4253,-46.475027,21.08,78.1,9.81,78.83,Alto,2025-04-10,1,0
SENSOR-02611,Colina Alta,-23.4626,-46.362207,30.01,56.34,1.46,13.31,Alto,2025-05-30,0,0
SENSOR-02612,Morro Azul,-23.026897,-46.572937,19.09,98.74,4.74,4.68,Alto,2025-06-02,2,0
SENSOR-02613,Morro Azul,-23.46569,-46.35695,25.89,33.52,8.43,71.19,Alto,2025-04-21,2,0
SENSOR-02614,Morro Azul,-23.084999,-46.62151,29.3,35.81,0.64,77.22,Baixo,2025-04-24,2,1
SENSOR-02615,Colina Alta,-23.118915,-46.706673,27.5,45.25,1.17,12.86,Alto,2025-03-11,0,0
SENSOR-02616,Morro Azul,-23.117203,-46.401284,27.87,42.24,8.99,38.84,Alto,2025-05-10,2,0
SENSOR-02617,Vale Seguro,-23.205856,-46.502749,24.09,90.05,8.01,94.17,Alto,2025-05-08,4,0
SENSOR-02618,Serra Branca,-23.175746,-46.618766,37.45,49.19,8.22,29.98,Alto,2025-03-11,3,0
SENSOR-02619,Morro Azul,-23.332708,-46.73871,37.28,76.25,9.97,8.07,Alto,2025-04-07,2,0
SENSOR-02620,Serra Branca,-23.217646,-46.354117,25.24,80.74,6.87,10.65,Alto,2025-04-03,3,0
SENSOR-02621,Vale Seguro,-23.486727,-46.489519,38.4,80.97,0.01,9.17,Alto,2025-03-20,4,0
SENSOR-02622,Colina Alta,-23.448672,-46.585949,36.58,58.31,6.4,2.23,Alto,2025-05-03,0,0
SENSOR-02623,Morro Azul,-23.185502,-46.780481,28.49,22.02,1.82,47.13,Médio,2025-05-04,2,2
SENSOR-02624,Colina Alta,-23.328041,-46.349322,29.66,56.19,2.59,94.66,Baixo,2025-04-08,0,1
SENSOR-02625,Morro Azul,-23.205555,-46.379947,39.02,32.61,3.29,2.96,Alto,2025-03-08,2,0
SENSOR-02626,Serra Branca,-23.342794,-46.489713,37.52,65.35,3.46,24.86,Alto,2025-05-20,3,0
SENSOR-02627,Encosta Verde,-23.067877,-46.622582,38.11,65.8,6.47,47.14,Médio,2025-04-30,1,2
SENSOR-02628,Serra Branca,-23.075229,-46.480936,19.85,49.93,1.73,1.44,Alto,2025-05-02,3,0
SENSOR-02629,Serra Branca,-23.051377,-46.315778,22.87,84.76,1.21,35.4,Médio,2025-05-22,3,2
SENSOR-02630,Colina Alta,-23.06352,-46.51669,27.86,26.38,9.79,77.93,Alto,2025-04-27,0,0
SENSOR-02631,Colina Alta,-23.267464,-46.333817,34.39,36.82,2.81,58.25,Baixo,2025-03-26,0,1
SENSOR-02632,Encosta Verde,-23.357579,-46.489309,27.03,54.9,8.07,54.12,Alto,2025-04-28,1,0
SENSOR-02633,Serra Branca,-23.023528,-46.693246,18.4,82.76,5.69,53.48,Médio,2025-05-14,3,2
